step,epoch,loss,learning_rate
50,0.04,1.420102081298828,1.96e-06
100,0.08,1.4401318359375,2.938723404255319e-06
150,0.12,1.3666259765625,2.811063829787234e-06
200,0.16,1.381456298828125,2.683404255319149e-06
250,0.2,1.36265380859375,2.5557446808510642e-06
300,0.24,1.3743408203125,2.428085106382979e-06
350,0.28,1.3524366760253905,2.300425531914894e-06
400,0.32,1.3857011413574218,2.1727659574468084e-06
450,0.36,1.3130888366699218,2.0451063829787235e-06
500,0.4,1.3335586547851563,1.917446808510638e-06
550,0.44,1.3270574951171874,1.7897872340425533e-06
600,0.48,1.3449281311035157,1.662127659574468e-06
650,0.52,1.3355599975585937,1.534468085106383e-06
700,0.56,1.41866455078125,1.406808510638298e-06
750,0.6,1.3386222839355468,1.2791489361702128e-06
800,0.64,1.3503668212890625,1.1514893617021276e-06
850,0.68,1.3394639587402344,1.0238297872340426e-06
900,0.72,1.2997833251953126,8.961702127659574e-07
950,0.76,1.3377700805664063,7.685106382978725e-07
1000,0.8,1.3194369506835937,6.408510638297873e-07
1050,0.84,1.3755447387695312,5.131914893617022e-07
1100,0.88,1.3422430419921876,3.8553191489361705e-07
1150,0.92,1.3508956909179688,2.578723404255319e-07
1200,0.96,1.3388175964355469,1.302127659574468e-07
1250,1.0,1.3818008422851562,2.553191489361702e-09
